,x,y,z,vx,vy,vz,m,id,speed
0,-0.43753931,0.29791397,0.91742253,0.42845786,0.059757892,-0.085006282,1.5625001e-05,4591,0.44087777380077436
1,2.0658748,5.1743493,-0.50234246,0.027962383,0.018272378,-0.021654395,1.5625001e-05,8011,0.03980813338539749
2,0.74784946,0.97103524,2.5303781,0.33624771,0.05646738,0.45592856,1.5625001e-05,16750,0.5693170815178322
3,-0.092646942,-0.19395904,-0.28965053,-0.77091092,0.69599932,0.37564,1.5625001e-05,29582,1.1044564770128829
4,2.0450292,-2.430999,-0.13123976,-0.033065364,0.039822366,0.075272426,1.5625001e-05,49827,0.09135139433098943
5,0.69862425,2.0491092,-1.6192768,-0.10041621,-0.36667889,0.27887088,1.5625001e-05,59117,0.4714931508668716
6,2.5041435,-0.92934781,0.79474491,-0.68919736,0.25109449,-0.29081014,1.5625001e-05,10466,0.7890576540824817
7,-1.7857662,1.9186473,-1.3228585,-0.08120095,0.22831026,-0.20279798,1.5625001e-05,35526,0.31598447714128375
8,-0.16756283,-0.05753452,0.37447327,0.98280942,0.51055133,0.35580912,1.5625001e-05,34497,1.1632614265420649
9,0.89441597,1.3155891,0.085100241,0.04501126,0.37737229,0.18194439,1.5625001e-05,46544,0.42135450613361647
10,-3.1300402,-1.3874333,1.4429487,0.30496943,0.03491839,-0.15793408,1.5625001e-05,57698,0.3452083730446922
11,0.83353132,2.4803071,2.7130721,-0.036489673,0.090598479,0.11934254,1.5625001e-05,46586,0.1542148581895142
12,0.3448588,-2.6589162,-0.69997317,-0.31755161,0.031102611,-0.15626366,1.5625001e-05,50534,0.35528119688664217
13,-2.3152804,-4.5636063,0.63308465,0.12714952,-0.027407842,-0.014732665,1.5625001e-05,5856,0.1309016487953058
14,-0.63597906,0.29512504,1.0643421,-0.19056864,-0.19997969,-0.64605814,1.5625001e-05,6621,0.7026374621554171
15,0.16184409,0.64355642,1.2994611,-0.073649824,-0.46022671,-0.33957151,1.5625001e-05,57839,0.5766643144640867
16,-0.11080591,-1.1051117,4.5203261,-0.055412844,0.068666004,-0.2481274,1.5625001e-05,3150,0.2633492168514202
17,-1.9531165,-0.36935374,-0.20559065,-0.7341193,-0.1391838,-0.075435936,1.5625001e-05,23650,0.75099524449568
18,-0.11533781,1.61724,-2.9127345,0.042854793,0.19692519,-0.19167753,1.5625001e-05,59636,0.27813007612717805
19,0.037046444,0.17838898,-0.78133428,-0.27077332,0.31581336,0.72883713,1.5625001e-05,50170,0.8392019013592312
20,0.80854309,-0.83478612,0.7626676,-0.17991742,-0.42027208,0.39653316,1.5625001e-05,54442,0.6051755499246217
21,0.32793996,2.3814983,-3.3083031,-0.030024905,-0.15985495,0.28013104,1.5625001e-05,19600,0.32392668851337814
22,0.86209249,0.29711464,1.0690609,0.13796145,-0.23161358,0.045616161,1.5625001e-05,38199,0.2734210055407171
23,-0.095692351,-0.76378512,0.85991299,-0.026378009,0.41282922,-0.34973514,1.5625001e-05,53000,0.5416995776216114
24,0.95343065,-1.9322829,0.44176874,-0.40899679,0.45636433,0.085676476,1.5625001e-05,26771,0.6187788251600337
25,0.64892727,0.78409415,-0.69173914,-0.53791583,-0.4131856,0.57485896,1.5625001e-05,26765,0.8891223785870146
26,4.304029,4.1644883,2.5850835,-0.064136907,-0.083560437,-0.054110937,1.5625001e-05,63358,0.11842247664263567
27,-0.51814455,0.71701592,0.2372546,-0.35450682,-0.27168125,-0.20349267,1.5625001e-05,22770,0.4908106088623226
28,0.94721824,-0.65510327,0.061584026,0.56911063,0.2334481,0.01726513,1.5625001e-05,47597,0.6153722526134272
29,-1.1524249,2.6742232,1.6760259,0.18374911,-0.19736862,-0.14185318,1.5625001e-05,1797,0.3046972797098932
